datetime,load_demand_MW,temperature_C,humidity_%,solar_irradiation_Wm2,population,gni_per_capita_usd,power_price_usd_per_kwh,day_of_week,hour_of_day,is_holiday,season,year,month,week_of_year,lag_1_hour_load,lag_1_day_load,moving_avg_7_day,hour
2022-02-11 22:00:00,355.3577,21.7149,71.7882,0.0,99296.4199,12704.6245,0.1169,4,22,0,Winter,2022,2,6,292.3688,342.5088,284.7827,22
2022-02-11 23:00:00,346.1475,21.1949,79.9686,0.0,99877.78,13000.2691,0.1198,4,23,0,Winter,2022,2,6,355.3577,304.0149,284.8099,23
2022-02-12 00:00:00,341.6081,22.2158,71.0882,0.0,99988.1838,12724.0388,0.1187,5,0,1,Winter,2022,2,6,346.1475,343.6198,284.8179,0
2022-02-12 01:00:00,323.1007,19.0462,73.0765,87.2794,99446.2159,13112.7061,0.1276,5,1,1,Winter,2022,2,6,341.6081,312.3286,284.5862,1
2022-02-12 02:00:00,312.5918,22.7514,83.3535,168.6109,99108.5223,12919.8856,0.1172,5,2,1,Winter,2022,2,6,323.1007,333.6751,284.4791,2
2022-02-12 03:00:00,332.1554,20.5119,78.5466,238.4518,100297.7817,12657.0835,0.1211,5,3,1,Winter,2022,2,6,312.5918,328.6759,284.5972,3
2022-02-12 04:00:00,280.5082,24.2672,85.9979,292.0427,99597.6835,12709.3631,0.1167,5,4,1,Winter,2022,2,6,332.1554,309.7603,284.6259,4
2022-02-12 05:00:00,286.7138,18.7383,73.5464,325.7313,100624.3858,12506.4463,0.1089,5,5,1,Winter,2022,2,6,280.5082,313.7703,284.6995,5
2022-02-12 06:00:00,302.0204,23.5886,79.1007,337.2218,100004.0972,12706.485,0.1173,5,6,1,Winter,2022,2,6,286.7138,295.0055,284.8347,6
2022-02-12 07:00:00,244.7125,20.5125,81.5684,325.7313,99762.8656,12477.9398,0.1216,5,7,1,Winter,2022,2,6,302.0204,256.1968,284.6454,7
2022-02-12 08:00:00,235.0672,18.8138,73.7179,292.0427,98791.6332,12940.5175,0.118,5,8,1,Winter,2022,2,6,244.7125,270.058,284.5642,8
2022-02-12 09:00:00,259.2266,19.1489,84.7293,238.4518,100611.1589,12605.722,0.1115,5,9,1,Winter,2022,2,6,235.0672,254.7524,284.6535,9
2022-02-12 10:00:00,236.4722,19.476,82.1239,168.6109,100146.7634,12745.5733,0.1252,5,10,1,Winter,2022,2,6,259.2266,261.142,284.7204,10
2022-02-12 11:00:00,274.0246,20.965,71.5241,87.2794,99775.9026,12218.1848,0.1114,5,11,1,Winter,2022,2,6,236.4722,207.0485,284.8253,11
2022-02-12 12:00:00,230.663,21.1623,79.3818,0.0,99554.8543,12621.0177,0.1135,5,12,1,Winter,2022,2,6,274.0246,239.4146,284.8418,12
2022-02-12 13:00:00,205.7173,18.9693,81.5003,0.0,100799.5456,12600.1113,0.1117,5,13,1,Winter,2022,2,6,230.663,240.2136,284.4921,13
2022-02-12 14:00:00,266.4119,20.0679,76.6202,0.0,99467.8901,12858.6283,0.1121,5,14,1,Winter,2022,2,6,205.7173,234.8113,284.6678,14
2022-02-12 15:00:00,228.6007,24.4012,72.1712,0.0,99815.6763,12778.9414,0.1175,5,15,1,Winter,2022,2,6,266.4119,271.95,284.4827,15
2022-02-12 16:00:00,242.2986,23.5717,80.9628,0.0,100284.8726,12878.1052,0.1204,5,16,1,Winter,2022,2,6,228.6007,248.9585,284.3089,16
2022-02-12 17:00:00,263.6499,20.9893,90.6267,0.0,100725.3833,12762.9734,0.1144,5,17,1,Winter,2022,2,6,242.2986,287.0638,284.2303,17
2022-02-12 18:00:00,290.0581,20.1927,77.6356,0.0,99891.8401,12920.5549,0.1201,5,18,1,Winter,2022,2,6,263.6499,273.2566,284.3955,18
2022-02-12 19:00:00,304.5125,20.3567,87.4167,0.0,99632.5915,12758.2696,0.1212,5,19,1,Winter,2022,2,6,290.0581,325.499,284.4812,19
2022-02-12 20:00:00,332.1421,21.3437,75.8091,0.0,99946.6304,12399.1977,0.1157,5,20,1,Winter,2022,2,6,304.5125,318.9588,284.8574,20
2022-02-12 21:00:00,268.6868,18.0711,80.6482,0.0,100452.2353,12656.381,0.1098,5,21,1,Winter,2022,2,6,332.1421,292.3688,284.3589,21
2022-02-12 22:00:00,309.2449,19.6019,83.4281,0.0,100564.6974,12666.6823,0.1249,5,22,1,Winter,2022,2,6,268.6868,355.3577,284.6393,22
2022-02-12 23:00:00,353.994,16.7795,79.5284,0.0,99312.4204,12021.4059,0.114,5,23,1,Winter,2022,2,6,309.2449,346.1475,284.6416,23
2022-02-13 00:00:00,319.2642,21.1042,77.9904,0.0,100057.4701,12483.7454,0.1063,6,0,1,Winter,2022,2,6,353.994,341.6081,284.5371,0
2022-02-13 01:00:00,333.1429,21.6002,83.1097,88.9112,99282.8673,13095.3999,0.1154,6,1,1,Winter,2022,2,6,319.2642,323.1007,284.7317,1
2022-02-13 02:00:00,353.2321,19.3394,88.9363,171.7632,100442.1086,12632.1428,0.1202,6,2,1,Winter,2022,2,6,333.1429,312.5918,284.8452,2
2022-02-13 03:00:00,319.3648,23.4538,80.982,242.9098,100211.192,12665.9837,0.121,6,3,1,Winter,2022,2,6,353.2321,332.1554,284.9651,3
2022-02-13 04:00:00,305.6158,17.8543,76.8988,297.5026,99539.4072,12251.3837,0.1116,6,4,1,Winter,2022,2,6,319.3648,280.5082,284.8735,4
2022-02-13 05:00:00,294.8685,17.377,78.5303,331.821,100767.0728,12417.6059,0.1081,6,5,1,Winter,2022,2,6,305.6158,286.7138,284.8487,5
2022-02-13 06:00:00,308.5115,20.7547,92.0776,343.5264,100167.5067,12783.9196,0.1189,6,6,1,Winter,2022,2,6,294.8685,302.0204,284.961,6
2022-02-13 07:00:00,242.158,22.4,80.1536,331.821,100112.5962,12594.1031,0.1199,6,7,1,Winter,2022,2,6,308.5115,244.7125,284.8393,7
2022-02-13 08:00:00,299.6339,23.6736,76.507,297.5026,99910.4443,12465.2735,0.1229,6,8,1,Winter,2022,2,6,242.158,235.0672,284.9079,8
2022-02-13 09:00:00,247.6862,19.388,73.7537,242.9098,99995.981,12946.5292,0.1223,6,9,1,Winter,2022,2,6,299.6339,259.2266,285.018,9
2022-02-13 10:00:00,240.0017,22.4632,70.3496,171.7632,99809.2587,12546.8243,0.1181,6,10,1,Winter,2022,2,6,247.6862,236.4722,285.0788,10
2022-02-13 11:00:00,221.2016,20.2288,81.297,88.9112,99629.3958,12426.8659,0.1127,6,11,1,Winter,2022,2,6,240.0017,274.0246,285.0011,11
2022-02-13 12:00:00,212.4547,19.9605,82.7523,0.0,100614.5653,12695.1448,0.1149,6,12,1,Winter,2022,2,6,221.2016,230.663,284.886,12
2022-02-13 13:00:00,192.7184,22.0731,77.4956,0.0,99753.6287,12524.0609,0.1161,6,13,1,Winter,2022,2,6,212.4547,205.7173,284.7593,13
2022-02-13 14:00:00,268.0356,21.6104,79.4042,0.0,99736.796,12523.8061,0.1127,6,14,1,Winter,2022,2,6,192.7184,266.4119,285.1445,14
2022-02-13 15:00:00,206.8161,17.153,73.6268,0.0,99935.353,12674.8315,0.1227,6,15,1,Winter,2022,2,6,268.0356,228.6007,284.8453,15
2022-02-13 16:00:00,261.5574,23.2589,80.1437,0.0,100712.2572,12558.3392,0.1225,6,16,1,Winter,2022,2,6,206.8161,242.2986,284.784,16
2022-02-13 17:00:00,265.1828,23.066,81.8865,0.0,100565.5829,12353.6688,0.1103,6,17,1,Winter,2022,2,6,261.5574,263.6499,284.5251,17
2022-02-13 18:00:00,292.3416,19.0547,76.8032,0.0,99802.5758,12798.766,0.1157,6,18,1,Winter,2022,2,6,265.1828,290.0581,284.4085,18
2022-02-13 19:00:00,257.1934,21.0974,87.9313,0.0,100613.3927,12860.2373,0.1276,6,19,1,Winter,2022,2,6,292.3416,304.5125,284.1487,19
2022-02-13 20:00:00,296.5421,21.2939,75.2935,0.0,100054.0601,12636.9341,0.1231,6,20,1,Winter,2022,2,6,257.1934,332.1421,284.1481,20
2022-02-13 21:00:00,330.9944,20.8271,80.8964,0.0,99578.2874,12811.0857,0.1183,6,21,1,Winter,2022,2,6,296.5421,268.6868,284.0366,21
2022-02-13 22:00:00,331.476,19.2052,83.7206,0.0,99761.9353,12613.2717,0.1228,6,22,1,Winter,2022,2,6,330.9944,309.2449,284.162,22
2022-02-13 23:00:00,320.7782,18.9625,79.0926,0.0,100686.6269,12305.0619,0.1256,6,23,1,Winter,2022,2,6,331.476,353.994,283.9817,23
2022-02-14 00:00:00,338.7545,20.4408,78.4365,0.0,101041.4226,12878.743,0.1178,0,0,0,Winter,2022,2,7,320.7782,319.2642,284.1538,0
2022-02-14 01:00:00,372.5005,22.8373,72.2345,90.5166,100159.9084,12679.6211,0.1105,0,1,0,Winter,2022,2,7,338.7545,333.1429,284.1439,1
2022-02-14 02:00:00,350.0223,21.5791,86.1656,174.8646,99716.7314,12729.6578,0.1216,0,2,0,Winter,2022,2,7,372.5005,353.2321,284.4017,2
2022-02-14 03:00:00,341.1091,19.7506,78.5294,247.2959,99937.5413,12678.1929,0.1219,0,3,0,Winter,2022,2,7,350.0223,319.3648,284.6418,3
2022-02-14 04:00:00,322.3928,22.0353,82.0657,302.8743,99618.7779,12663.1432,0.1123,0,4,0,Winter,2022,2,7,341.1091,305.6158,284.9425,4
2022-02-14 05:00:00,299.1436,14.7948,82.7425,337.8124,99691.6183,12727.8682,0.1186,0,5,0,Winter,2022,2,7,322.3928,294.8685,284.9743,5
2022-02-14 06:00:00,274.8501,22.7894,76.2374,349.7292,99642.4761,12731.7025,0.1134,0,6,0,Winter,2022,2,7,299.1436,308.5115,284.8465,6
2022-02-14 07:00:00,273.1603,17.0124,78.3912,337.8124,99960.3281,12952.1646,0.1091,0,7,0,Winter,2022,2,7,274.8501,242.158,284.9085,7
2022-02-14 08:00:00,298.4047,19.767,86.0513,302.8743,100060.3405,12787.0882,0.1184,0,8,0,Winter,2022,2,7,273.1603,299.6339,285.2557,8
2022-02-14 09:00:00,270.0239,18.2525,73.7929,247.2959,99925.9194,12934.7664,0.1246,0,9,0,Winter,2022,2,7,298.4047,247.6862,285.5508,9
2022-02-14 10:00:00,231.4783,17.9025,90.0185,174.8646,99889.3385,13000.8667,0.1189,0,10,0,Winter,2022,2,7,270.0239,240.0017,285.4714,10
2022-02-14 11:00:00,198.5029,22.8135,75.6545,90.5166,100380.2458,12377.1817,0.1182,0,11,0,Winter,2022,2,7,231.4783,221.2016,285.1584,11
2022-02-14 12:00:00,252.8836,19.5565,73.4813,0.0,99885.3955,12954.7934,0.1107,0,12,0,Winter,2022,2,7,198.5029,212.4547,285.2331,12
2022-02-14 13:00:00,257.0094,21.1849,80.0404,0.0,99917.4921,12830.0778,0.1205,0,13,0,Winter,2022,2,7,252.8836,192.7184,285.2691,13
2022-02-14 14:00:00,228.9133,20.398,90.4206,0.0,99911.7199,12797.1401,0.1146,0,14,0,Winter,2022,2,7,257.0094,268.0356,285.3463,14
2022-02-14 15:00:00,241.062,21.446,69.824,0.0,100771.6439,12897.3718,0.1134,0,15,0,Winter,2022,2,7,228.9133,206.8161,285.3561,15
2022-02-14 16:00:00,222.743,20.6455,78.6738,0.0,99754.3927,12646.4985,0.1217,0,16,0,Winter,2022,2,7,241.062,261.5574,285.1546,16
2022-02-14 17:00:00,296.6107,17.9259,81.7602,0.0,100298.1481,12819.9755,0.1112,0,17,0,Winter,2022,2,7,222.743,265.1828,285.1457,17
2022-02-14 18:00:00,279.0787,22.4844,79.5471,0.0,99625.8112,12487.9033,0.1163,0,18,0,Winter,2022,2,7,296.6107,292.3416,284.964,18
2022-02-14 19:00:00,303.5207,19.5044,81.2885,0.0,100174.9724,12417.0478,0.1116,0,19,0,Winter,2022,2,7,279.0787,257.1934,284.889,19
2022-02-14 20:00:00,288.9784,17.3787,75.7887,0.0,100273.1166,12805.7958,0.1158,0,20,0,Winter,2022,2,7,303.5207,296.5421,284.6637,20
2022-02-14 21:00:00,293.3034,19.6356,76.3803,0.0,100542.1296,12685.5649,0.1064,0,21,0,Winter,2022,2,7,288.9784,330.9944,284.5786,21
2022-02-14 22:00:00,361.3683,23.4934,78.6368,0.0,99807.8659,12698.8761,0.12,0,22,0,Winter,2022,2,7,293.3034,331.476,284.7614,22
2022-02-14 23:00:00,329.4858,22.1923,73.7294,0.0,99443.0187,12539.9289,0.1193,0,23,0,Winter,2022,2,7,361.3683,320.7782,284.9407,23
2022-02-15 00:00:00,321.2665,19.9775,79.0466,0.0,99608.0073,12789.892,0.1282,1,0,0,Winter,2022,2,7,329.4858,338.7545,284.7774,0
2022-02-15 01:00:00,393.1345,19.9763,77.3263,92.0951,100482.2708,12626.3887,0.1185,1,1,0,Winter,2022,2,7,321.2665,372.5005,285.1422,1
2022-02-15 02:00:00,349.9451,20.0316,76.9198,177.9142,101040.8758,12702.3443,0.1128,1,2,0,Winter,2022,2,7,393.1345,350.0223,285.0208,2
2022-02-15 03:00:00,309.0782,24.8283,80.8725,251.6086,100417.2267,12614.3198,0.1223,1,3,0,Winter,2022,2,7,349.9451,341.1091,284.9093,3
2022-02-15 04:00:00,329.4113,21.4387,70.1667,308.1564,99368.9303,12551.2446,0.1222,1,4,0,Winter,2022,2,7,309.0782,322.3928,285.1086,4
2022-02-15 05:00:00,268.1685,21.5349,78.1245,343.7038,100400.3264,12670.2539,0.1239,1,5,0,Winter,2022,2,7,329.4113,299.1436,284.9538,5
2022-02-15 06:00:00,277.728,22.7354,90.8568,355.8283,99528.1045,12948.7738,0.1075,1,6,0,Winter,2022,2,7,268.1685,274.8501,284.9862,6
2022-02-15 07:00:00,258.7254,21.1524,73.8394,343.7038,99825.4287,12617.0638,0.1138,1,7,0,Winter,2022,2,7,277.728,273.1603,284.9806,7
2022-02-15 08:00:00,267.739,20.1568,85.6975,308.1564,100093.6155,12686.3319,0.1128,1,8,0,Winter,2022,2,7,258.7254,298.4047,284.9961,8
2022-02-15 09:00:00,284.0571,20.2821,79.5433,251.6086,100177.6844,12658.6355,0.125,1,9,0,Winter,2022,2,7,267.739,270.0239,285.3247,9
2022-02-15 10:00:00,210.2077,20.5316,76.2552,177.9142,100032.721,12584.2348,0.1213,1,10,0,Winter,2022,2,7,284.0571,231.4783,285.1351,10
2022-02-15 11:00:00,277.3462,20.6004,72.6668,92.0951,99699.4439,12957.5049,0.123,1,11,0,Winter,2022,2,7,210.2077,198.5029,285.616,11
2022-02-15 12:00:00,252.0672,22.1301,79.9684,0.0,100529.9791,12439.3243,0.1119,1,12,0,Winter,2022,2,7,277.3462,252.8836,285.6792,12
2022-02-15 13:00:00,216.1476,20.7787,86.537,0.0,99736.2168,12694.5814,0.118,1,13,0,Winter,2022,2,7,252.0672,257.0094,285.6627,13
2022-02-15 14:00:00,224.9681,22.1401,77.3239,0.0,100627.2564,12542.9545,0.1092,1,14,0,Winter,2022,2,7,216.1476,228.9133,285.7309,14
2022-02-15 15:00:00,236.9493,20.5134,78.8652,0.0,99320.3101,12825.1022,0.1118,1,15,0,Winter,2022,2,7,224.9681,241.062,285.5678,15
2022-02-15 16:00:00,242.7919,20.8321,84.3218,0.0,100107.7652,12738.4393,0.1179,1,16,0,Winter,2022,2,7,236.9493,222.743,285.6694,16
2022-02-15 17:00:00,254.4051,16.6784,80.9743,0.0,99386.9245,12948.1138,0.1184,1,17,0,Winter,2022,2,7,242.7919,296.6107,285.4795,17
2022-02-15 18:00:00,253.5479,22.5075,71.4086,0.0,99582.9587,12858.5676,0.1193,1,18,0,Winter,2022,2,7,254.4051,279.0787,285.23,18
2022-02-15 19:00:00,295.791,21.3678,79.7644,0.0,99743.4939,12727.9763,0.1141,1,19,0,Winter,2022,2,7,253.5479,303.5207,285.3147,19
2022-02-15 20:00:00,325.2189,22.6709,86.8312,0.0,100760.3027,12860.5255,0.1194,1,20,0,Winter,2022,2,7,295.791,288.9784,285.4355,20
2022-02-15 21:00:00,307.5875,14.8823,79.0853,0.0,100654.0123,12878.8081,0.1173,1,21,0,Winter,2022,2,7,325.2189,293.3034,285.3496,21
2022-02-15 22:00:00,342.0055,24.8516,65.5625,0.0,100437.1244,12529.1565,0.1252,1,22,0,Winter,2022,2,7,307.5875,361.3683,285.3938,22
2022-02-15 23:00:00,356.6364,20.3957,81.2111,0.0,100016.6429,12866.2831,0.1152,1,23,0,Winter,2022,2,7,342.0055,329.4858,285.4272,23
2022-02-16 00:00:00,308.1844,23.071,78.1601,0.0,100094.0295,12783.0966,0.1081,2,0,0,Winter,2022,2,7,356.6364,321.2665,285.2003,0
2022-02-16 01:00:00,323.3292,18.7748,70.007,93.6464,100633.2396,12821.538,0.1204,2,1,0,Winter,2022,2,7,308.1844,393.1345,285.0023,1
2022-02-16 02:00:00,303.0012,22.0802,70.7564,180.911,100350.6526,12642.131,0.119,2,2,0,Winter,2022,2,7,323.3292,349.9451,284.709,2
2022-02-16 03:00:00,291.4911,18.7478,84.028,255.8468,100009.0042,12552.7739,0.1129,2,3,0,Winter,2022,2,7,303.0012,309.0782,284.5315,3
2022-02-16 04:00:00,339.3837,19.6071,75.4905,313.3471,100743.3358,12516.8011,0.1157,2,4,0,Winter,2022,2,7,291.4911,329.4113,284.7522,4
2022-02-16 05:00:00,292.81,24.6827,74.6149,349.4932,100407.2648,12041.9891,0.1183,2,5,0,Winter,2022,2,7,339.3837,268.1685,284.723,5
2022-02-16 06:00:00,295.8016,20.4733,78.9742,361.822,100121.2099,12581.7763,0.1154,2,6,0,Winter,2022,2,7,292.81,277.728,284.8146,6
2022-02-16 07:00:00,278.2322,21.2895,75.9314,349.4932,99770.5116,13211.495,0.1118,2,7,0,Winter,2022,2,7,295.8016,258.7254,284.6726,7
2022-02-16 08:00:00,276.568,22.5948,79.6527,313.3471,99725.3789,12888.1266,0.1163,2,8,0,Winter,2022,2,7,278.2322,267.739,284.8584,8
2022-02-16 09:00:00,255.0788,21.846,78.1388,255.8468,99831.9123,12787.3362,0.1217,2,9,0,Winter,2022,2,7,276.568,284.0571,284.7547,9
2022-02-16 10:00:00,247.4669,21.1555,73.1524,180.911,100228.4954,12915.852,0.1155,2,10,0,Winter,2022,2,7,255.0788,210.2077,284.8512,10
2022-02-16 11:00:00,209.8617,21.5846,76.5964,93.6464,100417.8914,12671.6379,0.1184,2,11,0,Winter,2022,2,7,247.4669,277.3462,284.5553,11
2022-02-16 12:00:00,239.1207,25.6615,81.3662,0.0,99277.8541,12645.2614,0.1164,2,12,0,Winter,2022,2,7,209.8617,252.0672,284.4949,12
2022-02-16 13:00:00,238.7382,20.7394,79.362,0.0,99026.7007,12665.597,0.1111,2,13,0,Winter,2022,2,7,239.1207,216.1476,284.5067,13
2022-02-16 14:00:00,224.8679,21.2569,78.7427,0.0,99524.2551,12576.4439,0.1168,2,14,0,Winter,2022,2,7,238.7382,224.9681,284.3632,14
2022-02-16 15:00:00,208.0972,22.956,88.8393,0.0,99796.1617,12592.9038,0.1151,2,15,0,Winter,2022,2,7,224.8679,236.9493,284.2323,15
2022-02-16 16:00:00,266.5878,23.0657,82.8076,0.0,100597.9736,12720.4826,0.1211,2,16,0,Winter,2022,2,7,208.0972,242.7919,284.1875,16
2022-02-16 17:00:00,298.1344,23.2287,83.4146,0.0,99859.7909,12736.5367,0.1235,2,17,0,Winter,2022,2,7,266.5878,254.4051,284.209,17
2022-02-16 18:00:00,252.1792,22.1321,78.3226,0.0,100127.3867,12988.8854,0.1217,2,18,0,Winter,2022,2,7,298.1344,253.5479,283.857,18
2022-02-16 19:00:00,294.7826,18.5687,80.2531,0.0,100208.9523,12928.5736,0.1136,2,19,0,Winter,2022,2,7,252.1792,295.791,283.8771,19
2022-02-16 20:00:00,269.2922,24.1215,76.9969,0.0,99488.2146,12426.5345,0.1115,2,20,0,Winter,2022,2,7,294.7826,325.2189,283.372,20
2022-02-16 21:00:00,332.7216,18.562,83.0402,0.0,100729.9444,12664.7534,0.1098,2,21,0,Winter,2022,2,7,269.2922,307.5875,283.4808,21
2022-02-16 22:00:00,354.1346,21.4599,78.6004,0.0,99667.5971,12502.52,0.1182,2,22,0,Winter,2022,2,7,332.7216,342.0055,283.6786,22
2022-02-16 23:00:00,331.9369,19.3461,80.2643,0.0,100779.8957,12201.9795,0.1138,2,23,0,Winter,2022,2,7,354.1346,356.6364,283.6898,23
2022-02-17 00:00:00,348.9977,20.903,79.8293,0.0,99936.912,12752.8665,0.1118,3,0,0,Winter,2022,2,7,331.9369,308.1844,283.785,0
2022-02-17 01:00:00,336.7313,21.6888,78.9354,95.17,99831.2484,12850.8613,0.1271,3,1,0,Winter,2022,2,7,348.9977,323.3292,283.9787,1
2022-02-17 02:00:00,306.6123,21.674,93.7172,183.8543,99444.6054,12749.6831,0.1198,3,2,0,Winter,2022,2,7,336.7313,303.0012,283.9766,2
2022-02-17 03:00:00,320.896,21.8751,75.6931,260.0092,100098.6426,12822.7982,0.119,3,3,0,Winter,2022,2,7,306.6123,291.4911,284.1274,3
2022-02-17 04:00:00,313.8888,24.2587,75.6477,318.4449,101127.1912,12668.4705,0.1188,3,4,0,Winter,2022,2,7,320.896,339.3837,284.1252,4
2022-02-17 05:00:00,296.2546,21.9383,82.4967,355.1791,100206.7941,12529.869,0.1254,3,5,0,Winter,2022,2,7,313.8888,292.81,283.9294,5
2022-02-17 06:00:00,294.8842,20.5429,76.0504,367.7085,100135.2184,12662.0147,0.1165,3,6,0,Winter,2022,2,7,296.2546,295.8016,284.0482,6
2022-02-17 07:00:00,277.9191,22.9594,77.5692,355.1791,99666.6982,13009.1743,0.1204,3,7,0,Winter,2022,2,7,294.8842,278.2322,284.0903,7
2022-02-17 08:00:00,260.7435,23.4102,73.5942,318.4449,100295.9919,12810.3409,0.1218,3,8,0,Winter,2022,2,7,277.9191,276.568,284.1844,8
2022-02-17 09:00:00,236.6614,18.576,81.484,260.0092,100078.8089,12431.2701,0.1266,3,9,0,Winter,2022,2,7,260.7435,255.0788,284.0274,9
2022-02-17 10:00:00,253.3415,22.2261,81.5475,183.8543,99968.5828,12761.4307,0.1173,3,10,0,Winter,2022,2,7,236.6614,247.4669,284.0453,10
2022-02-17 11:00:00,248.2902,22.4336,77.4503,95.17,100247.3974,12990.1734,0.1235,3,11,0,Winter,2022,2,7,253.3415,209.8617,284.0028,11
2022-02-17 12:00:00,238.9774,20.4361,82.6003,0.0,99092.077,12887.6849,0.1082,3,12,0,Winter,2022,2,7,248.2902,239.1207,284.1358,12
2022-02-17 13:00:00,226.0845,23.7827,69.7356,0.0,99949.7378,12992.7791,0.1279,3,13,0,Winter,2022,2,7,238.9774,238.7382,284.0637,13
2022-02-17 14:00:00,221.7934,20.7311,75.492,0.0,99401.4861,12437.7105,0.1194,3,14,0,Winter,2022,2,7,226.0845,224.8679,283.9569,14
2022-02-17 15:00:00,265.3475,21.2824,78.1763,0.0,100014.4492,12760.5737,0.1211,3,15,0,Winter,2022,2,7,221.7934,208.0972,284.0806,15
2022-02-17 16:00:00,245.556,20.6851,73.1648,0.0,99637.9003,12665.7645,0.1109,3,16,0,Winter,2022,2,7,265.3475,266.5878,283.881,16
2022-02-17 17:00:00,269.7543,21.0624,70.2827,0.0,99672.0801,12854.4115,0.1106,3,17,0,Winter,2022,2,7,245.556,298.1344,283.9457,17
2022-02-17 18:00:00,255.062,18.8387,77.4867,0.0,99333.2794,12565.5934,0.1141,3,18,0,Winter,2022,2,7,269.7543,252.1792,283.8351,18
2022-02-17 19:00:00,306.1292,18.1512,82.4963,0.0,100557.8325,12562.1033,0.1174,3,19,0,Winter,2022,2,7,255.062,294.7826,283.9671,19
2022-02-17 20:00:00,286.6861,24.2203,85.4368,0.0,99661.1268,12734.8033,0.116,3,20,0,Winter,2022,2,7,306.1292,269.2922,283.5607,20
2022-02-17 21:00:00,296.3104,19.3373,76.2898,0.0,99687.8807,12551.0665,0.1153,3,21,0,Winter,2022,2,7,286.6861,332.7216,283.5146,21
2022-02-17 22:00:00,308.2331,19.0485,82.6923,0.0,100765.3075,12787.3021,0.1163,3,22,0,Winter,2022,2,7,296.3104,354.1346,283.3106,22
2022-02-17 23:00:00,340.5764,16.7245,82.2089,0.0,100283.9787,12327.587,0.1056,3,23,0,Winter,2022,2,7,308.2331,331.9369,283.5282,23
2022-02-18 00:00:00,330.1447,19.9267,84.9845,0.0,98982.6804,12982.1201,0.1195,4,0,0,Winter,2022,2,7,340.5764,348.9977,283.448,0
2022-02-18 01:00:00,321.7584,18.5584,77.1405,96.6653,100692.6801,12189.9323,0.1165,4,1,0,Winter,2022,2,7,330.1447,336.7313,283.5042,1
2022-02-18 02:00:00,367.6287,24.4886,69.8989,186.743,100823.9453,12927.9165,0.1221,4,2,0,Winter,2022,2,7,321.7584,306.6123,283.7063,2
2022-02-18 03:00:00,333.6384,23.2242,79.2423,264.0945,100777.188,12630.7897,0.1149,4,3,0,Winter,2022,2,7,367.6287,320.896,283.7358,3
2022-02-18 04:00:00,272.9359,19.8283,73.8224,323.4484,100334.0946,12457.0646,0.1155,4,4,0,Winter,2022,2,7,333.6384,313.8888,283.5166,4
2022-02-18 05:00:00,285.7461,25.7095,75.2739,360.7598,99449.1451,12780.9707,0.1181,4,5,0,Winter,2022,2,7,272.9359,296.2546,283.3498,5
2022-02-18 06:00:00,248.809,23.1681,77.3853,373.486,99975.3872,12924.0949,0.1207,4,6,0,Winter,2022,2,7,285.7461,294.8842,283.0748,6
2022-02-18 07:00:00,264.6173,20.5549,77.1968,360.7598,99275.7773,12978.6726,0.1231,4,7,0,Winter,2022,2,7,248.809,277.9191,283.1249,7
2022-02-18 08:00:00,279.95,16.2058,79.5992,323.4484,99566.992,12972.1299,0.1171,4,8,0,Winter,2022,2,7,264.6173,260.7435,283.1838,8
2022-02-18 09:00:00,257.7915,25.7865,82.4072,264.0945,99444.5566,12575.2844,0.1195,4,9,0,Winter,2022,2,7,279.95,236.6614,283.2019,9
2022-02-18 10:00:00,238.1231,18.4254,77.0527,186.743,99686.4848,12787.9419,0.1175,4,10,0,Winter,2022,2,7,257.7915,253.3415,283.0649,10
2022-02-18 11:00:00,226.963,17.9138,80.8699,96.6653,100081.9769,12391.3634,0.1159,4,11,0,Winter,2022,2,7,238.1231,248.2902,283.1834,11
2022-02-18 12:00:00,244.3351,23.2497,78.9655,0.0,99777.544,12762.8311,0.1077,4,12,0,Winter,2022,2,7,226.963,238.9774,283.2127,12
2022-02-18 13:00:00,205.7913,26.0841,83.5689,0.0,99756.0691,12814.5924,0.1184,4,13,0,Winter,2022,2,7,244.3351,226.0845,283.0078,13
2022-02-18 14:00:00,242.8926,23.9731,77.9485,0.0,99854.5528,12671.9452,0.1128,4,14,0,Winter,2022,2,7,205.7913,221.7934,283.0559,14
2022-02-18 15:00:00,255.634,22.3324,78.4968,0.0,100749.7363,12379.8354,0.1217,4,15,0,Winter,2022,2,7,242.8926,265.3475,282.9588,15
2022-02-18 16:00:00,237.6123,22.3941,77.0194,0.0,101081.8778,12628.2021,0.113,4,16,0,Winter,2022,2,7,255.634,245.556,282.8913,16
2022-02-18 17:00:00,257.3365,22.9114,78.0802,0.0,99774.6519,13128.4352,0.1145,4,17,0,Winter,2022,2,7,237.6123,269.7543,282.7143,17
2022-02-18 18:00:00,328.2151,22.7224,74.974,0.0,100168.0371,12825.1759,0.1132,4,18,0,Winter,2022,2,7,257.3365,255.062,283.0415,18
2022-02-18 19:00:00,312.0349,21.767,74.4784,0.0,99579.361,12650.0369,0.12,4,19,0,Winter,2022,2,7,328.2151,306.1292,282.9613,19
2022-02-18 20:00:00,276.7813,21.413,82.7702,0.0,100383.8257,12715.1378,0.1158,4,20,0,Winter,2022,2,7,312.0349,286.6861,282.7103,20
2022-02-18 21:00:00,308.8466,21.0794,73.4754,0.0,99761.775,12823.8952,0.1202,4,21,0,Winter,2022,2,7,276.7813,296.3104,282.8083,21
